Index,Site,Plot,Treatment,Individual,Trecruit,Tdeath,Species,Family,Life Form,alive
4286,VGM,4,close,H9,0,84,Myrcia splendens,Myrtaceae,tree,0
4287,VGM,4,close,H10,0,84,Erythroxylum sp.,Erythroxylaceae,tree,0
4288,VGM,4,close,H11,0,18,Merostachys sp.,Poaceae,bamboo,1
4289,VGM,4,close,H12,0,48,Merostachys sp.,Poaceae,bamboo,1
4290,VGM,4,close,H13,0,84,Peltastes peltatus,Apocynaceae,liana,0
4291,VGM,4,close,H14,0,42,Guapira sp.,Nyctaginaceae,tree,1
4292,VGM,4,close,H15,0,30,Euterpe edulis,Arecaceae,palm,1
4293,VGM,4,close,H16,0,78,Pleurostachys sp. 1,Cyperaceae,herb,1
4294,VGM,4,close,H17,0,78,Peltastes peltatus,Apocynaceae,liana,1
4295,VGM,4,close,H18,0,84,Erythroxylum sp.,Erythroxylaceae,tree,0
4296,VGM,4,close,H19,0,30,Peltastes peltatus,Apocynaceae,liana,1
4297,VGM,4,close,H20,0,84,Myrcia splendens,Myrtaceae,tree,0
4298,VGM,4,close,H21,0,84,Myrcia pubipetala,Myrtaceae,tree,0
4299,VGM,4,close,H22,0,78,Merostachys sp.,Poaceae,bamboo,1
4300,VGM,4,close,H23,0,84,Euterpe edulis,Arecaceae,palm,0
4301,VGM,4,close,H24,0,84,Celastraceae sp. ,Celastraceae,indeterminate,0
4302,VGM,4,close,H25,0,84,Mollinedia schottiana,Monimiaceae,tree,0
4303,VGM,4,close,H26,0,30,Merostachys sp.,Poaceae,bamboo,1
4304,VGM,4,close,H27,0,84,Merostachys sp.,Poaceae,bamboo,0
4305,VGM,4,close,H28,0,84,Prunus myrtifolia,Rosaceae,tree,0
4306,VGM,4,close,H29,6,84,Euterpe edulis,Arecaceae,palm,0
4307,VGM,4,close,H30,12,30,Myrcia splendens,Myrtaceae,tree,1
4308,VGM,4,close,H31,12,84,Piper sp. 1,Piperaceae,herb,0
4309,VGM,4,close,H32,24,84,Pleurostachys sp. 1,Cyperaceae,herb,0
4310,VGM,4,close,H33,24,48,Psychotria suterella,Rubiaceae,shrub,1
4311,VGM,4,close,H34,24,84,Euterpe edulis,Arecaceae,palm,0
4312,VGM,4,close,H35,30,84,Ctenanthe lanceolata,Marantaceae,herb,0
4313,VGM,4,close,H36,30,84,Prunus myrtifolia,Rosaceae,tree,0
4314,VGM,4,close,H37,36,84,Coccocypselum sp.,Rubiaceae,herb,0
4315,VGM,4,close,H38,36,78,Merostachys sp.,Poaceae,bamboo,1
4316,VGM,4,close,H39,36,84,Merostachys sp.,Poaceae,bamboo,0
4317,VGM,4,close,H40,36,42,Sapindaceae sp. 1,Sapindaceae,liana,1
4318,VGM,4,close,H41,36,84,Indeterminate sp.,Indeterminate,indeterminate,0
4319,VGM,4,close,H42,36,84,Indeterminate sp.,Indeterminate,indeterminate,0
4320,VGM,4,close,H43,36,48,Indeterminate sp.,Indeterminate,indeterminate,1
4321,VGM,4,close,H44,42,84,Pleurostachys sp. 1,Cyperaceae,herb,0
4322,VGM,4,close,H45,42,84,Ctenanthe lanceolata,Marantaceae,herb,0
4323,VGM,4,close,H46,42,84,Euterpe edulis,Arecaceae,palm,0
4324,VGM,4,close,H47,42,84,Ctenanthe lanceolata,Marantaceae,herb,0
4325,VGM,4,close,H48,42,54,Guapira sp.,Nyctaginaceae,tree,1
4326,VGM,4,close,H49,48,78,Apocynaceae cf.,Apocynaceae cf.,liana,1
4327,VGM,4,close,H50,48,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4328,VGM,4,close,H51,54,60,Pleurostachys sp. 1,Cyperaceae,herb,1
4329,VGM,4,close,H52,54,84,Euterpe edulis,Arecaceae,palm,0
4330,VGM,4,close,H53,60,84,Indeterminate sp.,Indeterminate,indeterminate,0
4331,VGM,4,close,H54,66,72,Pleurostachys sp.,Cyperaceae,herb,1
4332,VGM,4,close,H55,66,78,Psychotria cf.,Rubiaceae,indeterminate,1
4333,VGM,4,close,H56,66,72,Ctenanthe lanceolata,Marantaceae,herb,1
4334,VGM,4,close,H57,66,84,Ctenanthe lanceolata,Marantaceae,herb,0
4335,VGM,4,close,H58,66,84,Indeterminate sp.,Indeterminate,indeterminate,0
4336,VGM,4,close,H59,66,84,Apocynaceae sp.,Apocynaceae,tree,0
4337,VGM,4,close,H60,66,84,Indeterminate sp.,Indeterminate,indeterminate,0
4338,VGM,4,close,H61,72,84,Ctenanthe lanceolata,Marantaceae,herb,0
4339,VGM,4,close,H62,78,84,Apocynaceae sp.,Apocynaceae,liana,0
4340,VGM,4,close,H63,84,84,Apocynaceae sp.,Apocynaceae,liana,0
4341,VGM,5,open,A1,0,84,Guapira sp.,Nyctaginaceae,tree,0
4342,VGM,5,open,A2,0,84,Eugenia sp. 1,Myrtaceae,tree,0
4343,VGM,5,open,A3,0,12,Euterpe edulis,Arecaceae,palm,1
4344,VGM,5,open,A4,0,84,Geonoma gamiova,Arecaceae,palm,0
4345,VGM,5,open,A5,0,84,Calyptranthes cf. lucida,Myrtaceae,tree,0
4346,VGM,5,open,A6,0,84,Geonoma gamiova,Arecaceae,palm,0
4347,VGM,5,open,A7,0,18,Paullinia/Serjania sp.,Sapindaceae,liana,1
4348,VGM,5,open,A8,6,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4349,VGM,5,open,A9,6,42,Rudgea sp.,Rubiaceae,shrub,1
4350,VGM,5,open,A10,6,66,Geonoma gamiova,Arecaceae,palm,1
4351,VGM,5,open,A11,6,30,Paullinia/Serjania sp.,Sapindaceae,liana,1
4352,VGM,5,open,A12,6,18,Rubiaceae sp.,Rubiaceae,indeterminate,1
4353,VGM,5,open,A13,12,18,Paullinia/Serjania sp.,Sapindaceae,liana,1
4354,VGM,5,open,A14,18,42,Euterpe edulis,Arecaceae,palm,1
4355,VGM,5,open,A15,24,30,Paullinia/Serjania sp.,Sapindaceae,liana,1
4356,VGM,5,open,A16,30,84,Rudgea sp.,Rubiaceae,shrub,0
4357,VGM,5,open,A17,36,84,Psychotria leiocarpa,Rubiaceae,shrub,0
4358,VGM,5,open,A18,48,84,Rubiaceae cf.,Rubiaceae cf.,indeterminate,0
4359,VGM,5,open,A19,66,84,Geonoma sp.,Arecaceae,palm,0
4360,VGM,5,open,A20,78,84,Euterpe edulis,Arecaceae,palm,0
4361,VGM,5,open,A21,84,84,Geonoma sp.,Arecaceae,palm,0
4362,VGM,5,open,D1,0,66,Mollinedia schottiana,Monimiaceae,tree,1
4363,VGM,5,open,D2,0,24,Indeterminate sp.,Indeterminate,indeterminate,1
4364,VGM,5,open,D3,0,66,Cabralea canjerana,Meliaceae,tree,1
4365,VGM,5,open,D4,0,24,Indeterminate sp.,Indeterminate,indeterminate,1
4366,VGM,5,open,D5,0,12,Indeterminate sp.,Indeterminate,indeterminate,1
4367,VGM,5,open,D6,0,24,Miconia sp. 4,Melastomataceae,indeterminate,1
4368,VGM,5,open,D7,0,54,Piptocarpha sp.,Asteraceae,liana,1
4369,VGM,5,open,D8,0,84,Myrcia pubipetala,Myrtaceae,tree,0
4370,VGM,5,open,D9,0,84,Guapira opposita,Nyctaginaceae,tree,0
4371,VGM,5,open,D10,0,84,Guarea macrophylla,Meliaceae,tree,0
4372,VGM,5,open,D11,0,84,Miconia sp. 4,Melastomataceae,indeterminate,0
4373,VGM,5,open,D12,0,12,Indeterminate sp.,Indeterminate,indeterminate,1
4374,VGM,5,open,D13,6,12,Indeterminate sp.,Indeterminate,indeterminate,1
4375,VGM,5,open,D14,6,48,Guapira sp.,Nyctaginaceae,tree,1
4376,VGM,5,open,D15,12,18,Merostachys sp.,Poaceae,bamboo,1
4377,VGM,5,open,D16,12,18,Indeterminate sp.,Indeterminate,indeterminate,1
4378,VGM,5,open,D17,18,84,Lauraceae sp.,Lauraceae,tree,0
4379,VGM,5,open,D18,24,30,Miconia sp. 4,Melastomataceae,indeterminate,1
4380,VGM,5,open,D19,24,48,Euterpe edulis,Arecaceae,palm,1
4381,VGM,5,open,D20,30,84,Indeterminate sp.,Indeterminate,indeterminate,0
4382,VGM,5,open,D21,36,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4383,VGM,5,open,D22,36,84,Merostachys sp.,Poaceae,bamboo,0
4384,VGM,5,open,D23,36,48,Pteridophyta sp.,Pteridophyta,herb,1
4385,VGM,5,open,D24,48,84,Pteridophyta sp.,Pteridophyta,herb,0
4386,VGM,5,open,D25,54,66,Indeterminate sp.,Indeterminate,indeterminate,1
4387,VGM,5,open,D31,66,84,Rhynchospora sp.,Cyperaceae,herb,0
4388,VGM,5,open,D32,72,78,Guapira sp.,Nyctaginaceae,tree,1
4389,VGM,5,open,H1,0,84,Connarus rostratus,Connaraceae,tree,0
4390,VGM,5,open,H2,0,84,Guapira opposita,Nyctaginaceae,tree,0
4391,VGM,5,open,H3,0,84,Euterpe edulis,Arecaceae,palm,0
4392,VGM,5,open,H4,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
4393,VGM,5,open,H5,0,84,Piper cf. aduncum,Piperaceae,herb,0
4394,VGM,5,open,H6,0,84,Psychotria suterella,Rubiaceae,shrub,0
4395,VGM,5,open,H7,0,42,Euterpe edulis,Arecaceae,palm,1
4396,VGM,5,open,H8,0,42,Psychotria suterella,Rubiaceae,shrub,1
4397,VGM,5,open,H9,0,84,Psychotria suterella,Rubiaceae,shrub,0
4398,VGM,5,open,H10,0,12,Euterpe edulis,Arecaceae,palm,1
4399,VGM,5,open,H11,6,60,Brunfelsia sp.,Solanaceae,shrub,1
4400,VGM,5,open,H12,12,84,Euterpe edulis,Arecaceae,palm,0
4401,VGM,5,open,H13,24,84,Euterpe edulis,Arecaceae,palm,0
4402,VGM,5,open,H14,24,66,Euterpe edulis,Arecaceae,palm,1
4403,VGM,5,open,H15,24,36,Euterpe edulis,Arecaceae,palm,1
4404,VGM,5,open,H16,24,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4405,VGM,5,open,H17,24,54,Pleurostachys sp. 1,Cyperaceae,herb,1
4406,VGM,5,open,H18,48,84,Euterpe edulis,Arecaceae,palm,0
4407,VGM,5,open,H19,60,84,Cupania cf.,Sapindaceae cf.,tree,0
4408,VGM,5,open,H20,66,72,Indeterminate sp.,Indeterminate,indeterminate,1
4409,VGM,5,open,H21,72,84,Myrtaceae sp.,Myrtaceae,tree,0
4410,VGM,5,open,H22,78,84,Cupania cf. oblongifolia,Sapindaceae,tree,0
4411,VGM,5,open,H23,78,84,Myrtaceae sp.,Myrtaceae,tree,0
4412,VGM,5,open,H24,84,84,Guapira cf.,Nyctaginaceae,tree,0
4413,VGM,5,close,A1,0,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4414,VGM,5,close,A2,0,84,Cupania oblongifolia,Sapindaceae,tree,0
4415,VGM,5,close,A3,0,30,Merostachys sp.,Poaceae,bamboo,1
4416,VGM,5,close,A4,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
4417,VGM,5,close,A5,0,84,Guarea macrophylla,Meliaceae,tree,0
4418,VGM,5,close,A6,0,30,Anthurium sp.,Araceae,herb,1
4419,VGM,5,close,A7,0,36,Paullinia/Serjania sp.,Sapindaceae,liana,1
4420,VGM,5,close,A8,0,12,Indeterminate sp.,Indeterminate,indeterminate,1
4421,VGM,5,close,A9,0,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4422,VGM,5,close,A10,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
4423,VGM,5,close,A11,0,18,Indeterminate sp.,Indeterminate,indeterminate,1
4424,VGM,5,close,A12,0,36,Indeterminate sp.,Indeterminate,indeterminate,1
4425,VGM,5,close,A13,0,36,Asteraceae sp.,Asteraceae,indeterminate,1
4426,VGM,5,close,A14,0,24,Asteraceae sp.,Asteraceae,indeterminate,1
4427,VGM,5,close,A15,0,84,Talauma ovata,Magnoliaceae,tree,0
4428,VGM,5,close,A16,0,12,Merostachys sp.,Poaceae,bamboo,1
4429,VGM,5,close,A17,0,36,Asteraceae sp.,Asteraceae,indeterminate,1
4430,VGM,5,close,A18,0,18,Indeterminate sp.,Indeterminate,indeterminate,1
4431,VGM,5,close,A19,0,84,Merostachys sp.,Poaceae,bamboo,0
4432,VGM,5,close,A21,0,12,Indeterminate sp.,Indeterminate,indeterminate,1
4433,VGM,5,close,A22,0,24,Coccocypselum sp.,Rubiaceae,herb,1
4434,VGM,5,close,A23,0,84,Casearia decandra,Salicaceae,tree,0
4435,VGM,5,close,A24,0,84,Piptocarpha sp.,Asteraceae,liana,0
4436,VGM,5,close,A25,0,84,Myrocarpus frondosus,Fabaceae,tree,0
4437,VGM,5,close,A26,0,84,Myrocarpus frondosus,Fabaceae,tree,0
4438,VGM,5,close,A27,6,84,Merostachys sp.,Poaceae,bamboo,0
4439,VGM,5,close,A28,12,84,Anthurium sp.,Araceae,herb,0
4440,VGM,5,close,A29,12,84,Ctenanthe lanceolata,Marantaceae,herb,0
4441,VGM,5,close,A30,12,60,Attalea dubia,Arecaceae,palm,1
4442,VGM,5,close,A31,12,30,Euterpe edulis,Arecaceae,palm,1
4443,VGM,5,close,A32,12,66,Sapindaceae sp. 1,Sapindaceae,liana,1
4444,VGM,5,close,A33,12,42,Euterpe edulis,Arecaceae,palm,1
4445,VGM,5,close,A34,12,18,Indeterminate sp.,Indeterminate,indeterminate,1
4446,VGM,5,close,A35,18,84,Euterpe edulis,Arecaceae,palm,0
4447,VGM,5,close,A36,18,66,Paullinia/Serjania sp.,Sapindaceae,liana,1
4448,VGM,5,close,A37,18,24,Euterpe edulis,Arecaceae,palm,1
4449,VGM,5,close,A38,24,84,Coccocypselum sp.,Rubiaceae,herb,0
4450,VGM,5,close,A39,30,72,Euterpe edulis,Arecaceae,palm,1
4451,VGM,5,close,A40,30,42,Euterpe edulis,Arecaceae,palm,1
4452,VGM,5,close,A41,36,84,Euterpe edulis,Arecaceae,palm,0
4453,VGM,5,close,A42,36,84,Sapindaceae sp. 1,Sapindaceae,liana,0
4454,VGM,5,close,A43,36,66,Euterpe edulis,Arecaceae,palm,1
4455,VGM,5,close,A44,36,84,Melastomataceae sp.,Melastomataceae,indeterminate,0
4456,VGM,5,close,A45,36,84,Miconia sp. 2,Melastomataceae,indeterminate,0
4457,VGM,5,close,A46,42,54,Euterpe edulis,Arecaceae,palm,1
4458,VGM,5,close,A47,42,84,Smilax sp.,Smilacaceae ,liana,0
4459,VGM,5,close,A48,42,54,Poaceae sp.,Poaceae,herb,1
4460,VGM,5,close,A49,42,66,Guapira sp.,Nyctaginaceae,tree,1
4461,VGM,5,close,A50,42,84,Coccocypselum sp.,Rubiaceae ,herb,0
4462,VGM,5,close,A51,42,84,Guapira sp.,Nyctaginaceae,tree,0
4463,VGM,5,close,A52,48,84,Euterpe edulis,Arecaceae,palm,0
4464,VGM,5,close,A53,48,84,Anthurium scandens,Araceae,herb,0
4465,VGM,5,close,A54,48,84,Myrceugenia sp.,Myrtaceae,tree,0
4466,VGM,5,close,A55,48,84,Myrceugenia sp.,Myrtaceae,tree,0
4467,VGM,5,close,A56,72,84,Sapindaceae sp.,Sapindaceae,indeterminate,0
4468,VGM,5,close,A57,72,84,Guapira cf.,Nyctaginaceae,tree,0
4469,VGM,5,close,A58,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
4470,VGM,5,close,A59,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
4471,VGM,5,close,A60,84,84,Coccocypselum sp.,Rubiaceae ,herb,0
4472,VGM,5,close,A61,84,84,Indeterminate sp.,Indeterminate,indeterminate,0
4473,VGM,5,close,A62,84,84,Sapindaceae sp.,Sapindaceae,indeterminate,0
4474,VGM,5,close,D1,0,84,Myrcia pubipetala,Myrtaceae,tree,0
4475,VGM,5,close,D2,0,84,Euterpe edulis,Arecaceae,palm,0
4476,VGM,5,close,D3,0,84,Euterpe edulis,Arecaceae,palm,0
4477,VGM,5,close,D4,0,84,Myrcia splendens,Myrtaceae,tree,0
4478,VGM,5,close,D5,0,30,Paullinia/Serjania sp.,Sapindaceae,liana,1
4479,VGM,5,close,D6,0,30,Euterpe edulis,Arecaceae,palm,1
4480,VGM,5,close,D7,0,54,Paullinia/Serjania sp.,Sapindaceae,liana,1
4481,VGM,5,close,D8,0,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4482,VGM,5,close,D9,0,30,Piper sp. 1,Piperaceae,herb,1
4483,VGM,5,close,D10,0,6,Euterpe edulis,Arecaceae,palm,1
4484,VGM,5,close,D11,0,6,Merostachys sp.,Poaceae,bamboo,1
4485,VGM,5,close,D12,0,6,Merostachys sp.,Poaceae,bamboo,1
4486,VGM,5,close,D13,0,48,Guapira opposita,Nyctaginaceae,tree,1
4487,VGM,5,close,D14,0,84,Guapira opposita,Nyctaginaceae,tree,0
4488,VGM,5,close,D15,6,24,Guatteria australis,Annonaceae,tree,1
4489,VGM,5,close,D16,6,12,Indeterminate sp.,Indeterminate,indeterminate,1
4490,VGM,5,close,D17,6,30,Euterpe edulis,Arecaceae,palm,1
4491,VGM,5,close,D18,12,84,Miconia sp. 4,Melastomataceae,indeterminate,0
4492,VGM,5,close,D19,12,18,Indeterminate sp.,Indeterminate,indeterminate,1
4493,VGM,5,close,D20,18,54,Euterpe edulis,Arecaceae,palm,1
4494,VGM,5,close,D21,18,84,Merostachys sp.,Poaceae,bamboo,0
4495,VGM,5,close,D22,24,30,Euterpe edulis,Arecaceae,palm,1
4496,VGM,5,close,D23,24,54,Merostachys sp.,Poaceae,bamboo,1
4497,VGM,5,close,D24,30,84,Cordia sp.,Boraginaceae,tree,0
4498,VGM,5,close,D25,30,84,Euterpe edulis,Arecaceae,palm,0
4499,VGM,5,close,D26,30,54,Euterpe edulis,Arecaceae,palm,1
4500,VGM,5,close,D27,30,84,Miconia sp. 4,Melastomataceae,indeterminate,0
4501,VGM,5,close,D28,30,36,Guatteria australis,Annonaceae,tree,1
4502,VGM,5,close,D29,30,84,Inga marginata,Fabaceae,tree,0
4503,VGM,5,close,D30,30,66,Guatteria sp.,Annonaceae,tree,1
4504,VGM,5,close,D31,30,84,Inga marginata,Fabaceae,tree,0
4505,VGM,5,close,D32,36,66,Euterpe edulis,Arecaceae,palm,1
4506,VGM,5,close,D33,36,72,Indeterminate sp.,Indeterminate,indeterminate,1
4507,VGM,5,close,D34,36,48,Euterpe edulis,Arecaceae,palm,1
4508,VGM,5,close,D35,36,84,Piper sp.,Piperaceae,herb,0
4509,VGM,5,close,D36,36,54,Euterpe edulis,Arecaceae,palm,1
4510,VGM,5,close,D37,36,60,Euterpe edulis,Arecaceae,palm,1
4511,VGM,5,close,D38,36,84,Cupania cf. oblongifolia,Sapindaceae,tree,0
4512,VGM,5,close,D39,36,48,Euterpe edulis,Arecaceae,palm,1
4513,VGM,5,close,D40,36,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4514,VGM,5,close,D41,36,84,Merostachys sp.,Poaceae,bamboo,0
4515,VGM,5,close,D42,42,54,Euterpe edulis,Arecaceae,palm,1
4516,VGM,5,close,D43,42,60,Guapira sp.,Nyctaginaceae,tree,1
4517,VGM,5,close,D44,42,72,Inga marginata,Fabaceae,tree,1
4518,VGM,5,close,D45,54,66,Euterpe edulis,Arecaceae,palm,1
4519,VGM,5,close,D46,60,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4520,VGM,5,close,D47,60,84,Cupania cf. oblongifolia,Sapindaceae,tree,0
4521,VGM,5,close,D48,60,84,Cupania cf. oblongifolia,Sapindaceae,tree,0
4522,VGM,5,close,D49,66,84,Ctenanthe lanceolata,Marantaceae,herb,0
4523,VGM,5,close,D50,72,84,Cupania cf. oblongifolia,Sapindaceae,tree,0
4524,VGM,5,close,D51,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
4525,VGM,5,close,D52,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
4526,VGM,5,close,D53,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
4527,VGM,5,close,D54,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
4528,VGM,5,close,D55,84,84,Euterpe edulis,Arecaceae,palm,0
4529,VGM,5,close,D56,84,84,Indeterminate sp.,Indeterminate,indeterminate,0
4530,VGM,5,close,H1,0,78,Euterpe edulis,Arecaceae,palm,1
4531,VGM,5,close,H2,0,84,Euterpe edulis,Arecaceae,palm,0
4532,VGM,5,close,H3,0,84,Euterpe edulis,Arecaceae,palm,0
4533,VGM,5,close,H4,0,84,Inga marginata,Fabaceae,tree,0
4534,VGM,5,close,H5,0,54,Paullinia/Serjania sp.,Sapindaceae,liana,1
4535,VGM,5,close,H6,0,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4536,VGM,5,close,H7,0,84,Eugenia sp. 1,Myrtaceae,tree,0
4537,VGM,5,close,H8,0,42,Euterpe edulis,Arecaceae,palm,1
4538,VGM,5,close,H9,0,78,Euterpe edulis,Arecaceae,palm,1
4539,VGM,5,close,H10,0,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4540,VGM,5,close,H11,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
4541,VGM,5,close,H12,0,18,Merostachys sp.,Poaceae,bamboo,1
4542,VGM,5,close,H13,0,18,Euterpe edulis,Arecaceae,palm,1
4543,VGM,5,close,H14,0,84,Cupania oblongifolia,Sapindaceae,tree,0
4544,VGM,5,close,H15,0,42,Paullinia/Serjania sp.,Sapindaceae,liana,1
4545,VGM,5,close,H16,0,84,Xylosma cf. prockia,Salicaceae,tree,0
4546,VGM,5,close,H17,0,84,Pisonia ambigua,Nyctaginaceae,tree,0
4547,VGM,5,close,H18,0,84,Mollinedia schottiana,Monimiaceae,tree,0
4548,VGM,5,close,H19,0,54,Paullinia/Serjania sp.,Sapindaceae,liana,1
4549,VGM,5,close,H20,0,84,Guapira opposita,Nyctaginaceae,tree,0
4550,VGM,5,close,H21,0,84,Euterpe edulis,Arecaceae,palm,0
4551,VGM,5,close,H22,0,78,Paullinia/Serjania sp.,Sapindaceae,liana,1
4552,VGM,5,close,H23,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
4553,VGM,5,close,H24,0,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4554,VGM,5,close,H25,0,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4555,VGM,5,close,H26,0,30,Paullinia/Serjania sp.,Sapindaceae,liana,1
4556,VGM,5,close,H27,0,30,Euterpe edulis,Arecaceae,palm,1
4557,VGM,5,close,H28,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
4558,VGM,5,close,H29,0,84,Mollinedia schottiana,Monimiaceae,tree,0
4559,VGM,5,close,H30,0,84,Myrcia splendens,Myrtaceae,tree,0
4560,VGM,5,close,H31,0,18,Paullinia/Serjania sp.,Sapindaceae,liana,1
4561,VGM,5,close,H32,0,18,Indeterminate sp.,Indeterminate,indeterminate,1
4562,VGM,5,close,H33,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
4563,VGM,5,close,H34,0,54,Paullinia/Serjania sp.,Sapindaceae,liana,1
4564,VGM,5,close,H35,0,66,Paullinia/Serjania sp.,Sapindaceae,liana,1
4565,VGM,5,close,H36,0,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4566,VGM,5,close,H37,0,48,Paullinia/Serjania sp.,Sapindaceae,liana,1
4567,VGM,5,close,H38,6,48,Euterpe edulis,Arecaceae,palm,1
4568,VGM,5,close,H39,12,30,Paullinia/Serjania sp.,Sapindaceae,liana,1
4569,VGM,5,close,H40,12,84,Euterpe edulis,Arecaceae,palm,0
4570,VGM,5,close,H41,12,54,Ocotea sp. 1,Lauraceae,tree,1
4571,VGM,5,close,H42,12,48,Euterpe edulis,Arecaceae,palm,1
4572,VGM,5,close,H43,12,84,Inga marginata,Fabaceae,tree,0
4573,VGM,5,close,H44,12,30,Euterpe edulis,Arecaceae,palm,1
4574,VGM,5,close,H45,12,66,Guapira opposita,Nyctaginaceae,tree,1
4575,VGM,5,close,H46,18,54,Merostachys sp.,Poaceae,bamboo,1
4576,VGM,5,close,H47,18,54,Euterpe edulis,Arecaceae,palm,1
4577,VGM,5,close,H48,30,66,Inga sp.,Fabaceae,tree,1
4578,VGM,5,close,H49,30,78,Euterpe edulis,Arecaceae,palm,1
4579,VGM,5,close,H50,30,48,Paullinia/Serjania sp.,Sapindaceae,liana,1
4580,VGM,5,close,H51,30,72,Paullinia/Serjania sp.,Sapindaceae,liana,1
4581,VGM,5,close,H52,30,48,Euterpe edulis,Arecaceae,palm,1
4582,VGM,5,close,H53,30,48,Euterpe edulis,Arecaceae,palm,1
4583,VGM,5,close,H54,36,66,Euterpe edulis,Arecaceae,palm,1
4584,VGM,5,close,H55,36,84,Paullinia/Serjania sp.,Sapindaceae,liana,0
4585,VGM,5,close,H56,42,84,Euterpe edulis,Arecaceae,palm,0
4586,VGM,5,close,H57,48,78,Poaceae sp.,Poaceae,herb,1
4587,VGM,5,close,H58,60,84,Cupania cf.,Sapindaceae cf.,tree,0
4588,VGM,5,close,H59,60,84,Euterpe edulis,Arecaceae,palm,0
4589,VGM,5,close,H60,66,84,Ctenanthe lanceolata,Marantaceae,herb,0
4590,VGM,5,close,H61,72,84,Euterpe edulis,Arecaceae,palm,0
4591,VGM,5,close,H62,72,84,Myrtaceae sp.,Myrtaceae,tree,0
4592,VGM,5,close,H63,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
4593,VGM,5,close,H64,72,84,Indeterminate sp.,Indeterminate,indeterminate,0
4594,VGM,5,close,H65,78,84,Merostachys sp.,Poaceae,bamboo,0
4595,VGM,5,close,H66,84,84,Poaceae sp.,Poaceae,herb,0
4596,VGM,5,close,H67,84,84,Euterpe edulis,Arecaceae,palm,0
4597,VGM,5,close,H68,84,84,Ctenanthe lanceolata,Marantaceae,herb,0
4598,VGM,5,close,H69,84,84,Myrtaceae sp.,Myrtaceae,tree,0
4599,VGM,6,open,A1,0,84,Guapira opposita,Nyctaginaceae,tree,0
4600,VGM,6,open,A2,0,12,Merostachys sp.,Poaceae,bamboo,1
4601,VGM,6,open,A3,12,18,Arecaceae sp.,Arecaceae,palm,1
4602,VGM,6,open,A4,0,84,Campyloneurum acrocarpon,Polypodiaceae,herb,0
4603,VGM,6,open,A5,0,84,Euterpe edulis,Arecaceae,palm,0
4604,VGM,6,open,A6,0,18,Euterpe edulis,Arecaceae,palm,1
4605,VGM,6,open,A7,0,84,Polybotrya cylindrica,Dryopteridaceae,herb,0
4606,VGM,6,open,A8,0,60,Mollinedia schottiana,Monimiaceae,tree,1
4607,VGM,6,open,A9,0,18,Merostachys sp.,Poaceae,bamboo,1
4608,VGM,6,open,A10,0,84,Eugenia sp. 1,Myrtaceae,tree,0
4609,VGM,6,open,A11,0,84,Licania cf. hoehnei,Chrysobalanaceae,tree,0
4610,VGM,6,open,A12,0,30,Polybotrya cylindrica,Dryopteridaceae,herb,1
4611,VGM,6,open,A13,0,48,Euterpe edulis,Arecaceae,palm,1
4612,VGM,6,open,A14,0,36,Pteridophyta sp.,Pteridophyta,herb,1
4613,VGM,6,open,A15,0,30,Merostachys sp.,Poaceae,bamboo,1
4614,VGM,6,open,A16,0,84,Guapira opposita,Nyctaginaceae,tree,0
4615,VGM,6,open,A17,0,84,Connarus rostratus,Connaraceae,tree,0
4616,VGM,6,open,A18,0,84,Pleurostachys sp. 2,Cyperaceae,herb,0
4617,VGM,6,open,A19,12,18,Merostachys sp.,Poaceae,bamboo,1
4618,VGM,6,open,A20,0,84,Psychotria suterella,Rubiaceae,shrub,0
4619,VGM,6,open,A21,0,84,Psychotria suterella,Rubiaceae,shrub,0
4620,VGM,6,open,A22,0,78,Psychotria suterella,Rubiaceae,shrub,1
4621,VGM,6,open,A23,0,84,Polybotrya cylindrica,Dryopteridaceae,herb,0
