Site,Treatment,Plot,PlotID,Species,species_new,Abundances,Month,Time
ITA,closed,1,ITA_closed_1_T54,Psychotria brachypoda,Psychotria brachypoda,1,T54,NA
ITA,closed,1,ITA_closed_1_T54,Psychotria leiocarpa,Psychotria leiocarpa,3,T54,NA
ITA,closed,1,ITA_closed_1_T54,Serpocaulon laetum,Serpocaulon laetum,1,T54,NA
ITA,closed,1,ITA_closed_1_T6,Euterpe edulis,Euterpe edulis,5,T6,NA
ITA,closed,1,ITA_closed_1_T6,Geonoma gamiova,Geonoma gamiova,4,T6,NA
ITA,closed,1,ITA_closed_1_T6,Guarea macrophylla,Guarea macrophylla,0,T6,NA
ITA,closed,1,ITA_closed_1_T6,Inga marginata,Inga marginata,0,T6,NA
ITA,closed,1,ITA_closed_1_T6,Mollinedia schottiana,Mollinedia schottiana,1,T6,NA
ITA,closed,1,ITA_closed_1_T6,Polybotrya cylindrica,Polybotrya cylindrica,5,T6,NA
ITA,closed,1,ITA_closed_1_T6,Psychotria brachypoda,Psychotria brachypoda,1,T6,NA
ITA,closed,1,ITA_closed_1_T6,Psychotria leiocarpa,Psychotria leiocarpa,1,T6,NA
ITA,closed,1,ITA_closed_1_T6,Serpocaulon laetum,Serpocaulon laetum,0,T6,NA
ITA,closed,1,ITA_closed_1_T60,Euterpe edulis,Euterpe edulis,7,T60,NA
ITA,closed,1,ITA_closed_1_T60,Geonoma gamiova,Geonoma gamiova,3,T60,NA
ITA,closed,1,ITA_closed_1_T60,Guarea macrophylla,Guarea macrophylla,1,T60,NA
ITA,closed,1,ITA_closed_1_T60,Inga marginata,Inga marginata,1,T60,NA
ITA,closed,1,ITA_closed_1_T60,Mollinedia schottiana,Mollinedia schottiana,2,T60,NA
ITA,closed,1,ITA_closed_1_T60,Polybotrya cylindrica,Polybotrya cylindrica,5,T60,NA
ITA,closed,1,ITA_closed_1_T60,Psychotria brachypoda,Psychotria brachypoda,1,T60,NA
ITA,closed,1,ITA_closed_1_T60,Psychotria leiocarpa,Psychotria leiocarpa,3,T60,NA
ITA,closed,1,ITA_closed_1_T60,Serpocaulon laetum,Serpocaulon laetum,1,T60,NA
ITA,closed,1,ITA_closed_1_T66,Euterpe edulis,Euterpe edulis,9,T66,NA
ITA,closed,1,ITA_closed_1_T66,Geonoma gamiova,Geonoma gamiova,4,T66,NA
ITA,closed,1,ITA_closed_1_T66,Guarea macrophylla,Guarea macrophylla,1,T66,NA
ITA,closed,1,ITA_closed_1_T66,Inga marginata,Inga marginata,1,T66,NA
ITA,closed,1,ITA_closed_1_T66,Mollinedia schottiana,Mollinedia schottiana,2,T66,NA
ITA,closed,1,ITA_closed_1_T66,Polybotrya cylindrica,Polybotrya cylindrica,5,T66,NA
ITA,closed,1,ITA_closed_1_T66,Psychotria brachypoda,Psychotria brachypoda,2,T66,NA
ITA,closed,1,ITA_closed_1_T66,Psychotria leiocarpa,Psychotria leiocarpa,3,T66,NA
ITA,closed,1,ITA_closed_1_T66,Serpocaulon laetum,Serpocaulon laetum,1,T66,NA
ITA,closed,1,ITA_closed_1_T72,Euterpe edulis,Euterpe edulis,12,T72,NA
ITA,closed,1,ITA_closed_1_T72,Geonoma gamiova,Geonoma gamiova,3,T72,NA
ITA,closed,1,ITA_closed_1_T72,Guarea macrophylla,Guarea macrophylla,1,T72,NA
ITA,closed,1,ITA_closed_1_T72,Inga marginata,Inga marginata,1,T72,NA
ITA,closed,1,ITA_closed_1_T72,Mollinedia schottiana,Mollinedia schottiana,2,T72,NA
ITA,closed,1,ITA_closed_1_T72,Polybotrya cylindrica,Polybotrya cylindrica,5,T72,NA
ITA,closed,1,ITA_closed_1_T72,Psychotria brachypoda,Psychotria brachypoda,2,T72,NA
ITA,closed,1,ITA_closed_1_T72,Psychotria leiocarpa,Psychotria leiocarpa,3,T72,NA
ITA,closed,1,ITA_closed_1_T72,Serpocaulon laetum,Serpocaulon laetum,1,T72,NA
ITA,closed,1,ITA_closed_1_T78,Euterpe edulis,Euterpe edulis,14,T78,NA
ITA,closed,1,ITA_closed_1_T78,Geonoma gamiova,Geonoma gamiova,3,T78,NA
ITA,closed,1,ITA_closed_1_T78,Guarea macrophylla,Guarea macrophylla,1,T78,NA
ITA,closed,1,ITA_closed_1_T78,Inga marginata,Inga marginata,1,T78,NA
ITA,closed,1,ITA_closed_1_T78,Mollinedia schottiana,Mollinedia schottiana,2,T78,NA
ITA,closed,1,ITA_closed_1_T78,Polybotrya cylindrica,Polybotrya cylindrica,5,T78,NA
ITA,closed,1,ITA_closed_1_T78,Psychotria brachypoda,Psychotria brachypoda,2,T78,NA
ITA,closed,1,ITA_closed_1_T78,Psychotria leiocarpa,Psychotria leiocarpa,3,T78,NA
ITA,closed,1,ITA_closed_1_T78,Serpocaulon laetum,Serpocaulon laetum,1,T78,NA
ITA,closed,1,ITA_closed_1_T84,Euterpe edulis,Euterpe edulis,13,T84,NA
ITA,closed,1,ITA_closed_1_T84,Geonoma gamiova,Geonoma gamiova,3,T84,NA
ITA,closed,1,ITA_closed_1_T84,Guarea macrophylla,Guarea macrophylla,1,T84,NA
ITA,closed,1,ITA_closed_1_T84,Inga marginata,Inga marginata,1,T84,NA
ITA,closed,1,ITA_closed_1_T84,Mollinedia schottiana,Mollinedia schottiana,2,T84,NA
ITA,closed,1,ITA_closed_1_T84,Polybotrya cylindrica,Polybotrya cylindrica,5,T84,NA
ITA,closed,1,ITA_closed_1_T84,Psychotria brachypoda,Psychotria brachypoda,2,T84,NA
ITA,closed,1,ITA_closed_1_T84,Psychotria leiocarpa,Psychotria leiocarpa,3,T84,NA
ITA,closed,1,ITA_closed_1_T84,Serpocaulon laetum,Serpocaulon laetum,1,T84,NA
ITA,closed,1,ITA_closed_1_T90,Euterpe edulis,Euterpe edulis,3,T90,NA
ITA,closed,1,ITA_closed_1_T90,Geonoma gamiova,Geonoma gamiova,3,T90,NA
ITA,closed,1,ITA_closed_1_T90,Guarea macrophylla,Guarea macrophylla,1,T90,NA
ITA,closed,1,ITA_closed_1_T90,Inga marginata,Inga marginata,1,T90,NA
ITA,closed,1,ITA_closed_1_T90,Mollinedia schottiana,Mollinedia schottiana,1,T90,NA
ITA,closed,1,ITA_closed_1_T90,Polybotrya cylindrica,Polybotrya cylindrica,5,T90,NA
ITA,closed,1,ITA_closed_1_T90,Psychotria brachypoda,Psychotria brachypoda,2,T90,NA
ITA,closed,1,ITA_closed_1_T90,Psychotria leiocarpa,Psychotria leiocarpa,3,T90,NA
ITA,closed,1,ITA_closed_1_T90,Serpocaulon laetum,Serpocaulon laetum,1,T90,NA
ITA,closed,1,ITA_closed_1_T96,Euterpe edulis,Euterpe edulis,3,T96,NA
ITA,closed,1,ITA_closed_1_T96,Geonoma gamiova,Geonoma gamiova,3,T96,NA
ITA,closed,1,ITA_closed_1_T96,Guarea macrophylla,Guarea macrophylla,1,T96,NA
ITA,closed,1,ITA_closed_1_T96,Inga marginata,Inga marginata,1,T96,NA
ITA,closed,1,ITA_closed_1_T96,Mollinedia schottiana,Mollinedia schottiana,1,T96,NA
ITA,closed,1,ITA_closed_1_T96,Polybotrya cylindrica,Polybotrya cylindrica,5,T96,NA
ITA,closed,1,ITA_closed_1_T96,Psychotria brachypoda,Psychotria brachypoda,2,T96,NA
ITA,closed,1,ITA_closed_1_T96,Psychotria leiocarpa,Psychotria leiocarpa,3,T96,NA
ITA,closed,1,ITA_closed_1_T96,Serpocaulon laetum,Serpocaulon laetum,1,T96,NA
ITA,closed,2,ITA_closed_2_T0,Abuta selloana,Abuta selloana,1,T0,NA
ITA,closed,2,ITA_closed_2_T0,Alchornea glandulosa,Alchornea glandulosa,0,T0,NA
ITA,closed,2,ITA_closed_2_T0,Cupania oblongifolia,Cupania oblongifolia,0,T0,NA
ITA,closed,2,ITA_closed_2_T0,Euterpe edulis,Euterpe edulis,2,T0,NA
ITA,closed,2,ITA_closed_2_T0,Geonoma gamiova,Geonoma gamiova,1,T0,NA
ITA,closed,2,ITA_closed_2_T0,Inga marginata,Inga marginata,0,T0,NA
ITA,closed,2,ITA_closed_2_T0,Inga sessilis,Inga sessilis,1,T0,NA
ITA,closed,2,ITA_closed_2_T0,Mollinedia schottiana,Mollinedia schottiana,0,T0,NA
ITA,closed,2,ITA_closed_2_T0,Polybotrya cylindrica,Polybotrya cylindrica,1,T0,NA
ITA,closed,2,ITA_closed_2_T0,Pteris deflexa,Pteris deflexa,0,T0,NA
ITA,closed,2,ITA_closed_2_T12,Abuta selloana,Abuta selloana,1,T12,NA
ITA,closed,2,ITA_closed_2_T12,Alchornea glandulosa,Alchornea glandulosa,0,T12,NA
ITA,closed,2,ITA_closed_2_T12,Cupania oblongifolia,Cupania oblongifolia,2,T12,NA
ITA,closed,2,ITA_closed_2_T12,Euterpe edulis,Euterpe edulis,3,T12,NA
ITA,closed,2,ITA_closed_2_T12,Geonoma gamiova,Geonoma gamiova,1,T12,NA
ITA,closed,2,ITA_closed_2_T12,Inga marginata,Inga marginata,1,T12,NA
ITA,closed,2,ITA_closed_2_T12,Inga sessilis,Inga sessilis,1,T12,NA
ITA,closed,2,ITA_closed_2_T12,Mollinedia schottiana,Mollinedia schottiana,0,T12,NA
ITA,closed,2,ITA_closed_2_T12,Polybotrya cylindrica,Polybotrya cylindrica,2,T12,NA
ITA,closed,2,ITA_closed_2_T12,Pteris deflexa,Pteris deflexa,0,T12,NA
ITA,closed,2,ITA_closed_2_T18,Abuta selloana,Abuta selloana,1,T18,NA
ITA,closed,2,ITA_closed_2_T18,Alchornea glandulosa,Alchornea glandulosa,0,T18,NA
ITA,closed,2,ITA_closed_2_T18,Cupania oblongifolia,Cupania oblongifolia,2,T18,NA
ITA,closed,2,ITA_closed_2_T18,Euterpe edulis,Euterpe edulis,3,T18,NA
ITA,closed,2,ITA_closed_2_T18,Geonoma gamiova,Geonoma gamiova,1,T18,NA
ITA,closed,2,ITA_closed_2_T18,Inga marginata,Inga marginata,0,T18,NA
ITA,closed,2,ITA_closed_2_T18,Inga sessilis,Inga sessilis,1,T18,NA
ITA,closed,2,ITA_closed_2_T18,Mollinedia schottiana,Mollinedia schottiana,0,T18,NA
ITA,closed,2,ITA_closed_2_T18,Polybotrya cylindrica,Polybotrya cylindrica,2,T18,NA
ITA,closed,2,ITA_closed_2_T18,Pteris deflexa,Pteris deflexa,0,T18,NA
ITA,closed,2,ITA_closed_2_T24,Abuta selloana,Abuta selloana,1,T24,NA
ITA,closed,2,ITA_closed_2_T24,Alchornea glandulosa,Alchornea glandulosa,0,T24,NA
ITA,closed,2,ITA_closed_2_T24,Cupania oblongifolia,Cupania oblongifolia,2,T24,NA
ITA,closed,2,ITA_closed_2_T24,Euterpe edulis,Euterpe edulis,3,T24,NA
ITA,closed,2,ITA_closed_2_T24,Geonoma gamiova,Geonoma gamiova,1,T24,NA
ITA,closed,2,ITA_closed_2_T24,Inga marginata,Inga marginata,1,T24,NA
ITA,closed,2,ITA_closed_2_T24,Inga sessilis,Inga sessilis,1,T24,NA
ITA,closed,2,ITA_closed_2_T24,Mollinedia schottiana,Mollinedia schottiana,0,T24,NA
ITA,closed,2,ITA_closed_2_T24,Polybotrya cylindrica,Polybotrya cylindrica,2,T24,NA
ITA,closed,2,ITA_closed_2_T24,Pteris deflexa,Pteris deflexa,0,T24,NA
ITA,closed,2,ITA_closed_2_T30,Abuta selloana,Abuta selloana,1,T30,NA
ITA,closed,2,ITA_closed_2_T30,Alchornea glandulosa,Alchornea glandulosa,1,T30,NA
ITA,closed,2,ITA_closed_2_T30,Cupania oblongifolia,Cupania oblongifolia,2,T30,NA
ITA,closed,2,ITA_closed_2_T30,Euterpe edulis,Euterpe edulis,4,T30,NA
ITA,closed,2,ITA_closed_2_T30,Geonoma gamiova,Geonoma gamiova,1,T30,NA
ITA,closed,2,ITA_closed_2_T30,Inga marginata,Inga marginata,2,T30,NA
ITA,closed,2,ITA_closed_2_T30,Inga sessilis,Inga sessilis,1,T30,NA
ITA,closed,2,ITA_closed_2_T30,Mollinedia schottiana,Mollinedia schottiana,0,T30,NA
ITA,closed,2,ITA_closed_2_T30,Polybotrya cylindrica,Polybotrya cylindrica,2,T30,NA
ITA,closed,2,ITA_closed_2_T30,Pteris deflexa,Pteris deflexa,0,T30,NA
ITA,closed,2,ITA_closed_2_T36,Abuta selloana,Abuta selloana,1,T36,NA
ITA,closed,2,ITA_closed_2_T36,Alchornea glandulosa,Alchornea glandulosa,0,T36,NA
ITA,closed,2,ITA_closed_2_T36,Cupania oblongifolia,Cupania oblongifolia,2,T36,NA
ITA,closed,2,ITA_closed_2_T36,Euterpe edulis,Euterpe edulis,5,T36,NA
ITA,closed,2,ITA_closed_2_T36,Geonoma gamiova,Geonoma gamiova,1,T36,NA
ITA,closed,2,ITA_closed_2_T36,Inga marginata,Inga marginata,3,T36,NA
ITA,closed,2,ITA_closed_2_T36,Inga sessilis,Inga sessilis,1,T36,NA
ITA,closed,2,ITA_closed_2_T36,Mollinedia schottiana,Mollinedia schottiana,0,T36,NA
ITA,closed,2,ITA_closed_2_T36,Polybotrya cylindrica,Polybotrya cylindrica,2,T36,NA
ITA,closed,2,ITA_closed_2_T36,Pteris deflexa,Pteris deflexa,0,T36,NA
ITA,closed,2,ITA_closed_2_T42,Abuta selloana,Abuta selloana,1,T42,NA
ITA,closed,2,ITA_closed_2_T42,Alchornea glandulosa,Alchornea glandulosa,0,T42,NA
ITA,closed,2,ITA_closed_2_T42,Cupania oblongifolia,Cupania oblongifolia,2,T42,NA
ITA,closed,2,ITA_closed_2_T42,Euterpe edulis,Euterpe edulis,5,T42,NA
ITA,closed,2,ITA_closed_2_T42,Geonoma gamiova,Geonoma gamiova,1,T42,NA
ITA,closed,2,ITA_closed_2_T42,Inga marginata,Inga marginata,3,T42,NA
ITA,closed,2,ITA_closed_2_T42,Inga sessilis,Inga sessilis,1,T42,NA
ITA,closed,2,ITA_closed_2_T42,Mollinedia schottiana,Mollinedia schottiana,0,T42,NA
ITA,closed,2,ITA_closed_2_T42,Polybotrya cylindrica,Polybotrya cylindrica,2,T42,NA
ITA,closed,2,ITA_closed_2_T42,Pteris deflexa,Pteris deflexa,0,T42,NA
ITA,closed,2,ITA_closed_2_T48,Abuta selloana,Abuta selloana,1,T48,NA
ITA,closed,2,ITA_closed_2_T48,Alchornea glandulosa,Alchornea glandulosa,0,T48,NA
ITA,closed,2,ITA_closed_2_T48,Cupania oblongifolia,Cupania oblongifolia,2,T48,NA
ITA,closed,2,ITA_closed_2_T48,Euterpe edulis,Euterpe edulis,4,T48,NA
ITA,closed,2,ITA_closed_2_T48,Geonoma gamiova,Geonoma gamiova,1,T48,NA
ITA,closed,2,ITA_closed_2_T48,Inga marginata,Inga marginata,3,T48,NA
ITA,closed,2,ITA_closed_2_T48,Inga sessilis,Inga sessilis,1,T48,NA
ITA,closed,2,ITA_closed_2_T48,Mollinedia schottiana,Mollinedia schottiana,0,T48,NA
ITA,closed,2,ITA_closed_2_T48,Polybotrya cylindrica,Polybotrya cylindrica,3,T48,NA
ITA,closed,2,ITA_closed_2_T48,Pteris deflexa,Pteris deflexa,0,T48,NA
ITA,closed,2,ITA_closed_2_T54,Abuta selloana,Abuta selloana,1,T54,NA
ITA,closed,2,ITA_closed_2_T54,Alchornea glandulosa,Alchornea glandulosa,0,T54,NA
ITA,closed,2,ITA_closed_2_T54,Cupania oblongifolia,Cupania oblongifolia,2,T54,NA
ITA,closed,2,ITA_closed_2_T54,Euterpe edulis,Euterpe edulis,3,T54,NA
ITA,closed,2,ITA_closed_2_T54,Geonoma gamiova,Geonoma gamiova,1,T54,NA
ITA,closed,2,ITA_closed_2_T54,Inga marginata,Inga marginata,3,T54,NA
ITA,closed,2,ITA_closed_2_T54,Inga sessilis,Inga sessilis,1,T54,NA
ITA,closed,2,ITA_closed_2_T54,Mollinedia schottiana,Mollinedia schottiana,0,T54,NA
ITA,closed,2,ITA_closed_2_T54,Polybotrya cylindrica,Polybotrya cylindrica,3,T54,NA
ITA,closed,2,ITA_closed_2_T54,Pteris deflexa,Pteris deflexa,0,T54,NA
ITA,closed,2,ITA_closed_2_T6,Abuta selloana,Abuta selloana,1,T6,NA
ITA,closed,2,ITA_closed_2_T6,Alchornea glandulosa,Alchornea glandulosa,0,T6,NA
ITA,closed,2,ITA_closed_2_T6,Cupania oblongifolia,Cupania oblongifolia,2,T6,NA
ITA,closed,2,ITA_closed_2_T6,Euterpe edulis,Euterpe edulis,3,T6,NA
ITA,closed,2,ITA_closed_2_T6,Geonoma gamiova,Geonoma gamiova,1,T6,NA
ITA,closed,2,ITA_closed_2_T6,Inga marginata,Inga marginata,0,T6,NA
ITA,closed,2,ITA_closed_2_T6,Inga sessilis,Inga sessilis,1,T6,NA
ITA,closed,2,ITA_closed_2_T6,Mollinedia schottiana,Mollinedia schottiana,0,T6,NA
ITA,closed,2,ITA_closed_2_T6,Polybotrya cylindrica,Polybotrya cylindrica,2,T6,NA
ITA,closed,2,ITA_closed_2_T6,Pteris deflexa,Pteris deflexa,0,T6,NA
ITA,closed,2,ITA_closed_2_T60,Abuta selloana,Abuta selloana,1,T60,NA
ITA,closed,2,ITA_closed_2_T60,Alchornea glandulosa,Alchornea glandulosa,0,T60,NA
ITA,closed,2,ITA_closed_2_T60,Cupania oblongifolia,Cupania oblongifolia,2,T60,NA
ITA,closed,2,ITA_closed_2_T60,Euterpe edulis,Euterpe edulis,6,T60,NA
ITA,closed,2,ITA_closed_2_T60,Geonoma gamiova,Geonoma gamiova,1,T60,NA
ITA,closed,2,ITA_closed_2_T60,Inga marginata,Inga marginata,3,T60,NA
ITA,closed,2,ITA_closed_2_T60,Inga sessilis,Inga sessilis,1,T60,NA
ITA,closed,2,ITA_closed_2_T60,Mollinedia schottiana,Mollinedia schottiana,0,T60,NA
ITA,closed,2,ITA_closed_2_T60,Polybotrya cylindrica,Polybotrya cylindrica,3,T60,NA
ITA,closed,2,ITA_closed_2_T60,Pteris deflexa,Pteris deflexa,1,T60,NA
ITA,closed,2,ITA_closed_2_T66,Abuta selloana,Abuta selloana,1,T66,NA
ITA,closed,2,ITA_closed_2_T66,Alchornea glandulosa,Alchornea glandulosa,0,T66,NA
ITA,closed,2,ITA_closed_2_T66,Cupania oblongifolia,Cupania oblongifolia,2,T66,NA
ITA,closed,2,ITA_closed_2_T66,Euterpe edulis,Euterpe edulis,7,T66,NA
ITA,closed,2,ITA_closed_2_T66,Geonoma gamiova,Geonoma gamiova,1,T66,NA
ITA,closed,2,ITA_closed_2_T66,Inga marginata,Inga marginata,1,T66,NA
ITA,closed,2,ITA_closed_2_T66,Inga sessilis,Inga sessilis,1,T66,NA
ITA,closed,2,ITA_closed_2_T66,Mollinedia schottiana,Mollinedia schottiana,0,T66,NA
ITA,closed,2,ITA_closed_2_T66,Polybotrya cylindrica,Polybotrya cylindrica,3,T66,NA
ITA,closed,2,ITA_closed_2_T66,Pteris deflexa,Pteris deflexa,1,T66,NA
ITA,closed,2,ITA_closed_2_T72,Abuta selloana,Abuta selloana,1,T72,NA
ITA,closed,2,ITA_closed_2_T72,Alchornea glandulosa,Alchornea glandulosa,0,T72,NA
ITA,closed,2,ITA_closed_2_T72,Cupania oblongifolia,Cupania oblongifolia,2,T72,NA
ITA,closed,2,ITA_closed_2_T72,Euterpe edulis,Euterpe edulis,7,T72,NA
ITA,closed,2,ITA_closed_2_T72,Geonoma gamiova,Geonoma gamiova,0,T72,NA
ITA,closed,2,ITA_closed_2_T72,Inga marginata,Inga marginata,1,T72,NA
ITA,closed,2,ITA_closed_2_T72,Inga sessilis,Inga sessilis,1,T72,NA
ITA,closed,2,ITA_closed_2_T72,Mollinedia schottiana,Mollinedia schottiana,0,T72,NA
ITA,closed,2,ITA_closed_2_T72,Polybotrya cylindrica,Polybotrya cylindrica,4,T72,NA
ITA,closed,2,ITA_closed_2_T72,Pteris deflexa,Pteris deflexa,1,T72,NA
ITA,closed,2,ITA_closed_2_T78,Abuta selloana,Abuta selloana,1,T78,NA
ITA,closed,2,ITA_closed_2_T78,Alchornea glandulosa,Alchornea glandulosa,0,T78,NA
ITA,closed,2,ITA_closed_2_T78,Cupania oblongifolia,Cupania oblongifolia,2,T78,NA
ITA,closed,2,ITA_closed_2_T78,Euterpe edulis,Euterpe edulis,7,T78,NA
ITA,closed,2,ITA_closed_2_T78,Geonoma gamiova,Geonoma gamiova,0,T78,NA
ITA,closed,2,ITA_closed_2_T78,Inga marginata,Inga marginata,1,T78,NA
ITA,closed,2,ITA_closed_2_T78,Inga sessilis,Inga sessilis,1,T78,NA
ITA,closed,2,ITA_closed_2_T78,Mollinedia schottiana,Mollinedia schottiana,0,T78,NA
ITA,closed,2,ITA_closed_2_T78,Polybotrya cylindrica,Polybotrya cylindrica,4,T78,NA
ITA,closed,2,ITA_closed_2_T78,Pteris deflexa,Pteris deflexa,1,T78,NA
ITA,closed,2,ITA_closed_2_T84,Abuta selloana,Abuta selloana,0,T84,NA
ITA,closed,2,ITA_closed_2_T84,Alchornea glandulosa,Alchornea glandulosa,0,T84,NA
ITA,closed,2,ITA_closed_2_T84,Cupania oblongifolia,Cupania oblongifolia,2,T84,NA
ITA,closed,2,ITA_closed_2_T84,Euterpe edulis,Euterpe edulis,6,T84,NA
ITA,closed,2,ITA_closed_2_T84,Geonoma gamiova,Geonoma gamiova,0,T84,NA
ITA,closed,2,ITA_closed_2_T84,Inga marginata,Inga marginata,1,T84,NA
ITA,closed,2,ITA_closed_2_T84,Inga sessilis,Inga sessilis,1,T84,NA
ITA,closed,2,ITA_closed_2_T84,Mollinedia schottiana,Mollinedia schottiana,0,T84,NA
ITA,closed,2,ITA_closed_2_T84,Polybotrya cylindrica,Polybotrya cylindrica,4,T84,NA
ITA,closed,2,ITA_closed_2_T84,Pteris deflexa,Pteris deflexa,1,T84,NA
ITA,closed,2,ITA_closed_2_T90,Abuta selloana,Abuta selloana,0,T90,NA
ITA,closed,2,ITA_closed_2_T90,Alchornea glandulosa,Alchornea glandulosa,0,T90,NA
ITA,closed,2,ITA_closed_2_T90,Cupania oblongifolia,Cupania oblongifolia,2,T90,NA
ITA,closed,2,ITA_closed_2_T90,Euterpe edulis,Euterpe edulis,5,T90,NA
ITA,closed,2,ITA_closed_2_T90,Geonoma gamiova,Geonoma gamiova,0,T90,NA
ITA,closed,2,ITA_closed_2_T90,Inga marginata,Inga marginata,1,T90,NA
ITA,closed,2,ITA_closed_2_T90,Inga sessilis,Inga sessilis,1,T90,NA
ITA,closed,2,ITA_closed_2_T90,Mollinedia schottiana,Mollinedia schottiana,0,T90,NA
ITA,closed,2,ITA_closed_2_T90,Polybotrya cylindrica,Polybotrya cylindrica,4,T90,NA
ITA,closed,2,ITA_closed_2_T90,Pteris deflexa,Pteris deflexa,1,T90,NA
ITA,closed,2,ITA_closed_2_T96,Abuta selloana,Abuta selloana,0,T96,NA
ITA,closed,2,ITA_closed_2_T96,Alchornea glandulosa,Alchornea glandulosa,0,T96,NA
ITA,closed,2,ITA_closed_2_T96,Cupania oblongifolia,Cupania oblongifolia,2,T96,NA
ITA,closed,2,ITA_closed_2_T96,Euterpe edulis,Euterpe edulis,6,T96,NA
ITA,closed,2,ITA_closed_2_T96,Geonoma gamiova,Geonoma gamiova,0,T96,NA
ITA,closed,2,ITA_closed_2_T96,Inga marginata,Inga marginata,1,T96,NA
ITA,closed,2,ITA_closed_2_T96,Inga sessilis,Inga sessilis,1,T96,NA
ITA,closed,2,ITA_closed_2_T96,Mollinedia schottiana,Mollinedia schottiana,0,T96,NA
ITA,closed,2,ITA_closed_2_T96,Polybotrya cylindrica,Polybotrya cylindrica,5,T96,NA
ITA,closed,2,ITA_closed_2_T96,Pteris deflexa,Pteris deflexa,1,T96,NA
ITA,closed,4,ITA_closed_4_T0,Cordia sellowiana,Cordia sellowiana,2,T0,NA
ITA,closed,4,ITA_closed_4_T0,Dalbergia frutescens,Dalbergia frutescens,0,T0,NA
ITA,closed,4,ITA_closed_4_T0,Euterpe edulis,Euterpe edulis,2,T0,NA
ITA,closed,4,ITA_closed_4_T0,Geonoma gamiova,Geonoma gamiova,1,T0,NA
ITA,closed,4,ITA_closed_4_T0,Guapira opposita,Guapira opposita,0,T0,NA
ITA,closed,4,ITA_closed_4_T0,Lastreopsis amplissima,Lastreopsis amplissima,0,T0,NA
ITA,closed,4,ITA_closed_4_T0,Mollinedia schottiana,Mollinedia schottiana,0,T0,NA
ITA,closed,4,ITA_closed_4_T0,Myrcia pubipetala,Myrcia pubipetala,3,T0,NA
ITA,closed,4,ITA_closed_4_T0,Ocotea catharinensis,Ocotea catharinensis,0,T0,NA
ITA,closed,4,ITA_closed_4_T0,Plinia pauciflora,Plinia pauciflora,0,T0,NA
ITA,closed,4,ITA_closed_4_T0,Polybotrya cylindrica,Polybotrya cylindrica,2,T0,NA
ITA,closed,4,ITA_closed_4_T0,Posoqueria acutifolia,Posoqueria acutifolia,4,T0,NA
ITA,closed,4,ITA_closed_4_T12,Cordia sellowiana,Cordia sellowiana,4,T12,NA
ITA,closed,4,ITA_closed_4_T12,Dalbergia frutescens,Dalbergia frutescens,2,T12,NA
ITA,closed,4,ITA_closed_4_T12,Euterpe edulis,Euterpe edulis,3,T12,NA
ITA,closed,4,ITA_closed_4_T12,Geonoma gamiova,Geonoma gamiova,2,T12,NA
ITA,closed,4,ITA_closed_4_T12,Guapira opposita,Guapira opposita,0,T12,NA
ITA,closed,4,ITA_closed_4_T12,Lastreopsis amplissima,Lastreopsis amplissima,0,T12,NA
ITA,closed,4,ITA_closed_4_T12,Mollinedia schottiana,Mollinedia schottiana,0,T12,NA
ITA,closed,4,ITA_closed_4_T12,Myrcia pubipetala,Myrcia pubipetala,3,T12,NA
ITA,closed,4,ITA_closed_4_T12,Ocotea catharinensis,Ocotea catharinensis,1,T12,NA
ITA,closed,4,ITA_closed_4_T12,Plinia pauciflora,Plinia pauciflora,1,T12,NA
ITA,closed,4,ITA_closed_4_T12,Polybotrya cylindrica,Polybotrya cylindrica,1,T12,NA
ITA,closed,4,ITA_closed_4_T12,Posoqueria acutifolia,Posoqueria acutifolia,5,T12,NA
ITA,closed,4,ITA_closed_4_T18,Cordia sellowiana,Cordia sellowiana,4,T18,NA
ITA,closed,4,ITA_closed_4_T18,Dalbergia frutescens,Dalbergia frutescens,2,T18,NA
ITA,closed,4,ITA_closed_4_T18,Euterpe edulis,Euterpe edulis,4,T18,NA
ITA,closed,4,ITA_closed_4_T18,Geonoma gamiova,Geonoma gamiova,2,T18,NA
ITA,closed,4,ITA_closed_4_T18,Guapira opposita,Guapira opposita,0,T18,NA
ITA,closed,4,ITA_closed_4_T18,Lastreopsis amplissima,Lastreopsis amplissima,0,T18,NA
ITA,closed,4,ITA_closed_4_T18,Mollinedia schottiana,Mollinedia schottiana,0,T18,NA
ITA,closed,4,ITA_closed_4_T18,Myrcia pubipetala,Myrcia pubipetala,3,T18,NA
ITA,closed,4,ITA_closed_4_T18,Ocotea catharinensis,Ocotea catharinensis,1,T18,NA
ITA,closed,4,ITA_closed_4_T18,Plinia pauciflora,Plinia pauciflora,1,T18,NA
ITA,closed,4,ITA_closed_4_T18,Polybotrya cylindrica,Polybotrya cylindrica,1,T18,NA
ITA,closed,4,ITA_closed_4_T18,Posoqueria acutifolia,Posoqueria acutifolia,4,T18,NA
ITA,closed,4,ITA_closed_4_T24,Cordia sellowiana,Cordia sellowiana,4,T24,NA
ITA,closed,4,ITA_closed_4_T24,Dalbergia frutescens,Dalbergia frutescens,3,T24,NA
ITA,closed,4,ITA_closed_4_T24,Euterpe edulis,Euterpe edulis,10,T24,NA
ITA,closed,4,ITA_closed_4_T24,Geonoma gamiova,Geonoma gamiova,2,T24,NA
