Index,Site,Plot,Treatment,Individual,p0,p06,p12,p18,p24,p30,p36,p42,p48,p54,p60,p66,p72,p78,p84,p90,p96,Trecruit,Tdeath,Species,Family,Life_Form
3927,ITA,15,close,H6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Marlierea tomentosa,Myrtaceae,tree
3928,ITA,15,close,H7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Marlierea tomentosa,Myrtaceae,tree
3929,ITA,15,close,H8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Euterpe edulis,Arecaceae,palm
3930,ITA,15,close,H9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Myrcia splendens,Myrtaceae,tree
3931,ITA,15,close,H10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Polybotrya cylindrica,Dryopteridaceae,herb
3932,ITA,15,close,H11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Euterpe edulis,Arecaceae,palm
3933,ITA,15,close,H12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Marlierea tomentosa,Myrtaceae,tree
3934,ITA,15,close,H13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Marlierea tomentosa,Myrtaceae,tree
3935,ITA,15,close,H14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Euterpe edulis,Arecaceae,palm
3936,ITA,15,close,H15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Marlierea tomentosa,Myrtaceae,tree
3937,ITA,15,close,H16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Marlierea tomentosa,Myrtaceae,tree
3938,ITA,15,close,H17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Marlierea tomentosa,Myrtaceae,tree
3939,ITA,15,close,H18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Marlierea tomentosa,Myrtaceae,tree
3940,ITA,15,close,H19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T6,alive,Polybotrya cylindrica,Dryopteridaceae,herb
3941,ITA,15,close,H20,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T12,T66,Euterpe edulis,Arecaceae,palm
3942,ITA,15,close,H21,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T18,alive,Euterpe edulis,Arecaceae,palm
3943,ITA,15,close,H21',0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T18,alive,Euterpe edulis,Arecaceae,palm
3944,ITA,15,close,H22,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T18,alive,Euterpe edulis,Arecaceae,palm
3945,ITA,15,close,H23,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T18,T36,Euterpe edulis,Arecaceae,palm
3946,ITA,15,close,H24,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T18,T48,Euterpe edulis,Arecaceae,palm
3947,ITA,15,close,H25,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,NA,NA,T30,T84,Euterpe edulis,Arecaceae,palm
3948,ITA,15,close,H26,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Euterpe edulis,Arecaceae,palm
3949,ITA,15,close,H27,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Euterpe edulis,Arecaceae,palm
3950,ITA,15,close,H28,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Euterpe edulis,Arecaceae,palm
3951,ITA,15,close,H29,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Euterpe edulis,Arecaceae,palm
3952,ITA,15,close,H30,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Marlierea tomentosa,Myrtaceae,tree
3953,ITA,15,close,H31,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA,NA,T36,T66,Euterpe edulis,Arecaceae,palm
3954,ITA,15,close,H32,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Marlierea sp.,Myrtaceae,tree
3955,ITA,15,close,H33,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,NA,T36,T78,Euterpe edulis,Arecaceae,palm
3956,ITA,15,close,H34,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Indeterminate sp.,Indeterminate,indeterminate
3957,ITA,15,close,H36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Indeterminate sp.,Indeterminate,indeterminate
3958,ITA,15,close,H37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Euterpe edulis,Arecaceae,palm
3959,VGM,1,open,A1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Connarus rostratus,Connaraceae,tree
3960,VGM,1,open,A2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Diploon cuspidatum,Sapotaceae,tree
3961,VGM,1,open,A3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Euterpe edulis,Arecaceae,palm
3962,VGM,1,open,A4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T12,Connarus rostratus,Connaraceae,tree
3963,VGM,1,open,A5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T12,Connarus rostratus,Connaraceae,tree
3964,VGM,1,open,A6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T18,T24,Euterpe edulis,Arecaceae,palm
3965,VGM,1,open,A7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,T30,T42,Indeterminate sp.,Indeterminate,indeterminate
3966,VGM,1,open,A8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,T60,alive,Ctenanthe lanceolata,Marantaceae,herb
3967,VGM,1,open,A9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Euterpe edulis,Arecaceae,palm
3968,VGM,1,open,D1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Melastomataceae sp.,Melastomataceae,indeterminate
3969,VGM,1,open,D2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Paullinia/Serjania sp.,Sapindaceae,liana
3970,VGM,1,open,D3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T30,Euterpe edulis,Arecaceae,palm
3971,VGM,1,open,D4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T12,alive,Polybotrya cylindrica,Dryopteridaceae,herb
3972,VGM,1,open,D5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,T30,T36,Euterpe edulis,Arecaceae,palm
3973,VGM,1,open,D6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Ctenanthe lanceolata,Marantaceae,herb
3974,VGM,1,open,D7,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,NA,NA,T48,T72,Geonoma sp.,Arecaceae,palm
3975,VGM,1,open,D8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Indeterminate sp.,Indeterminate,indeterminate
3976,VGM,1,open,H1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Miconia sp. 3,Melastomataceae,indeterminate
3977,VGM,1,open,H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Miconia sp. 3,Melastomataceae,indeterminate
3978,VGM,1,open,H3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Euterpe edulis,Arecaceae,palm
3979,VGM,1,open,H4,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,T12,T78,Begonia sp. 4,Begoniaceae,herb
3980,VGM,1,open,H5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T24,T30,Commelinaceae sp.,Commelinaceae,herb
3981,VGM,1,open,H6,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Ctenanthe lanceolata,Marantaceae,herb
3982,VGM,1,open,H7,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Polybotrya cylindrica,Dryopteridaceae,herb
3983,VGM,1,open,H8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Euterpe edulis,Arecaceae,palm
3984,VGM,1,open,H9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,T48,T54,Poaceae sp. 1,Poaceae,herb
3985,VGM,1,open,H10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Paullinia/Serjania sp.,Sapindaceae,liana
3986,VGM,1,open,H11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Psychotria sp.,Rubiaceae,indeterminate
3987,VGM,1,close,A1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Indeterminate sp.,Indeterminate,indeterminate
3988,VGM,1,close,A2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Geonoma gamiova,Arecaceae,palm
3989,VGM,1,close,A3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Euterpe edulis,Arecaceae,palm
3990,VGM,1,close,A4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T12,Cryptocarya sp.,Lauraceae,tree
3991,VGM,1,close,A5,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T18,T48,Euterpe edulis,Arecaceae,palm
3992,VGM,1,close,A6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T24,T42,Euterpe edulis,Arecaceae,palm
3993,VGM,1,close,A7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Poaceae sp. 1,Poaceae,herb
3994,VGM,1,close,A8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Poaceae sp. 1,Poaceae,herb
3995,VGM,1,close,A9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Poaceae sp. 1,Poaceae,herb
3996,VGM,1,close,A10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Poaceae sp. 1,Poaceae,herb
3997,VGM,1,close,A11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Poaceae sp. 1,Poaceae,herb
3998,VGM,1,close,A12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Poaceae sp. 1,Poaceae,herb
3999,VGM,1,close,A13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,T48,T54,Poaceae sp. 1,Poaceae,herb
4000,VGM,1,close,A14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,T66,T72,Indeterminate sp.,Indeterminate,indeterminate
4001,VGM,1,close,A15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,T66,T72,Indeterminate sp.,Indeterminate,indeterminate
4002,VGM,1,close,A16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,T66,T72,Indeterminate sp.,Indeterminate,indeterminate
4003,VGM,1,close,A17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,T66,T72,Indeterminate sp.,Indeterminate,indeterminate
4004,VGM,1,close,D1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Euterpe edulis,Arecaceae,palm
4005,VGM,1,close,D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Rudgea sp.,Rubiaceae,tree
4006,VGM,1,close,D3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Indeterminate sp.,Indeterminate,indeterminate
4007,VGM,1,close,D4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Indeterminate sp.,Indeterminate,indeterminate
4008,VGM,1,close,D5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,T30,alive,Lauraceae cf.,Lauraceae cf.,tree
4009,VGM,1,close,D6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,NA,T42,T60,Poaceae sp. 1,Poaceae,herb
4010,VGM,1,close,D7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Poaceae sp. 1,Poaceae,herb
4011,VGM,1,close,D8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,T42,T54,Poaceae sp. 1,Poaceae,herb
4012,VGM,1,close,D9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,T48,T60,Poaceae sp. 1,Poaceae,herb
4013,VGM,1,close,D10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,T54,T60,Indeterminate sp.,Indeterminate,indeterminate
4014,VGM,1,close,D11,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,T60,T78,Philodendron sp.,Araceae,herb
4015,VGM,1,close,D12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,T66,T78,Inga sp.,Fabaceae,tree
4016,VGM,1,close,D13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,T66,T72,Indeterminate sp.,Indeterminate,indeterminate
4017,VGM,1,close,D14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,T66,T78,Indeterminate sp.,Indeterminate,indeterminate
4018,VGM,1,close,D15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Guapira cf.,Nyctaginaceae,tree
4019,VGM,1,close,D16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,T78,T84,Guapira cf.,Nyctaginaceae,tree
4020,VGM,1,close,D17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Indeterminate sp.,Indeterminate,indeterminate
4021,VGM,1,close,D18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Indeterminate sp.,Indeterminate,indeterminate
4022,VGM,1,close,D19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Indeterminate sp.,Indeterminate,indeterminate
4023,VGM,1,close,D20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Psychotria sp.,Rubiaceae,indeterminate
4024,VGM,1,close,H1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Euterpe edulis,Arecaceae,palm
4025,VGM,1,close,H2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Connarus rostratus,Connaraceae,tree
4026,VGM,1,close,H3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Rudgea sp.,Rubiaceae,tree
4027,VGM,1,close,H4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Euterpe edulis,Arecaceae,palm
4028,VGM,1,close,H5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Connarus rostratus,Connaraceae,tree
4029,VGM,1,close,H6,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T18,T54,Myrceugenia myrcioides,Myrtaceae,tree
4030,VGM,1,close,H7,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T24,alive,Euterpe edulis,Arecaceae,palm
4031,VGM,1,close,H8,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,NA,NA,T30,T66,Indeterminate sp.,Indeterminate,indeterminate
4032,VGM,1,close,H9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,T36,T42,Sapindaceae sp. 1,Sapindaceae,liana
4033,VGM,1,close,H10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,T42,T48,Poaceae sp. 1,Poaceae,herb
4034,VGM,1,close,H11,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,T54,alive,Ctenanthe lanceolata,Marantaceae,herb
4035,VGM,1,close,H12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,T54,T60,Indeterminate sp.,Indeterminate,indeterminate
4036,VGM,1,close,H13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,T54,alive,Connarus cf.,Connaraceae,tree
4037,VGM,1,close,H14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,T60,T66,Poaceae sp. 1,Poaceae,herb
4038,VGM,1,close,H15,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,T60,T78,Indeterminate sp.,Indeterminate,indeterminate
4039,VGM,1,close,H16,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,NA,NA,T60,T84,Euterpe edulis,Arecaceae,palm
4040,VGM,1,close,H17,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Geonoma sp.,Arecaceae,palm
4041,VGM,1,close,H18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,T66,T72,Indeterminate sp.,Indeterminate,indeterminate
4042,VGM,1,close,H19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Euterpe edulis,Arecaceae,palm
4043,VGM,1,close,H20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,T84,alive,Mollinedia sp.,Monimiaceae,tree
4044,VGM,4,open,A1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T0,T54,Coccocypselum sp.,Rubiaceae,herb
4045,VGM,4,open,A2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Indeterminate sp.,Indeterminate,indeterminate
4046,VGM,4,open,A3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Piptocarpha sp.,Asteraceae,liana
4047,VGM,4,open,A4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Begonia sp. 2,Begoniaceae,herb
4048,VGM,4,open,A5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Myrsine cf. umbellata,Primulaceae,tree
4049,VGM,4,open,A6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T0,T42,Myrsine cf. umbellata,Primulaceae,tree
4050,VGM,4,open,A7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T0,T66,Ctenanthe lanceolata,Marantaceae,herb
4051,VGM,4,open,A8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,T0,T84,Guapira sp.,Nyctaginaceae,tree
4052,VGM,4,open,A9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Guapira opposita,Nyctaginaceae,tree
4053,VGM,4,open,A10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,NA,T0,T72,Prunus myrtifolia,Rosaceae,tree
4054,VGM,4,open,A11,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,T0,T78,Guapira sp.,Nyctaginaceae,tree
4055,VGM,4,open,A12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Prunus myrtifolia,Rosaceae,tree
4056,VGM,4,open,A13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Indeterminate sp.,Indeterminate,indeterminate
4057,VGM,4,open,A14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Ocotea sp. 3,Lauraceae,tree
4058,VGM,4,open,A15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Sapindaceae sp. 3,Sapindaceae,liana
4059,VGM,4,open,A16,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,T0,T42,Pleurostachys sp. 1,Cyperaceae,herb
4060,VGM,4,open,A17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T12,Indeterminate sp.,Indeterminate,indeterminate
4061,VGM,4,open,A18,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,T0,T36,Guapira opposita,Nyctaginaceae,tree
4062,VGM,4,open,A19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Guapira opposita,Nyctaginaceae,tree
4063,VGM,4,open,A20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Guapira sp.,Nyctaginaceae,tree
4064,VGM,4,open,A21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Indeterminate sp.,Indeterminate,indeterminate
4065,VGM,4,open,A22,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Indeterminate sp.,Indeterminate,indeterminate
4066,VGM,4,open,A23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Guapira sp.,Nyctaginaceae,tree
4067,VGM,4,open,A24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T6,Indeterminate sp.,Indeterminate,indeterminate
4068,VGM,4,open,A25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T24,Guapira sp.,Nyctaginaceae,tree
4069,VGM,4,open,A26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Guapira opposita,Nyctaginaceae,tree
4070,VGM,4,open,A27,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,T0,T66,Guapira sp.,Nyctaginaceae,tree
4071,VGM,4,open,A28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T18,Indeterminate sp.,Indeterminate,indeterminate
4072,VGM,4,open,A29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T6,T18,Sapindaceae sp. 3,Sapindaceae,liana
4073,VGM,4,open,A30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T18,Guapira opposita,Nyctaginaceae,tree
4074,VGM,4,open,A31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T18,Guapira sp.,Nyctaginaceae,tree
4075,VGM,4,open,A32,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,T12,T54,Guapira opposita,Nyctaginaceae,tree
4076,VGM,4,open,A33,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T12,alive,Guapira sp.,Nyctaginaceae,tree
4077,VGM,4,open,A34,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T12,T24,Borreria sp.,Rubiaceae,indeterminate
4078,VGM,4,open,A35,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,NA,NA,T18,T48,Anthurium sp.,Araceae,herb
4079,VGM,4,open,A36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T24,T30,Acanthaceae sp.,Acanthaceae,herb
4080,VGM,4,open,A37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T24,T30,Indeterminate sp.,Indeterminate,indeterminate
4081,VGM,4,open,A38,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Coccocypselum sp.,Rubiaceae,herb
4082,VGM,4,open,A39,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Indeterminate sp.,Indeterminate,indeterminate
4083,VGM,4,open,A40,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Melastomataceae sp.,Melastomataceae,indeterminate
4084,VGM,4,open,A41,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Indeterminate sp.,Indeterminate,indeterminate
4085,VGM,4,open,A42,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Indeterminate sp.,Indeterminate,indeterminate
4086,VGM,4,open,A43,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,NA,NA,T36,T72,Myrtaceae cf.,Myrtaceae cf.,indeterminate
4087,VGM,4,open,A44,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,NA,T36,alive,Indeterminate sp.,Indeterminate,indeterminate
4088,VGM,4,open,A45,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,NA,T42,T66,Rubiaceae cf.,Rubiaceae cf.,indeterminate
4089,VGM,4,open,A46,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Indeterminate sp.,Indeterminate,indeterminate
4090,VGM,4,open,A47,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,NA,NA,T42,alive,Cyperaceae sp.,Cyperaceae,herb
4091,VGM,4,open,A48,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,NA,T48,T66,Paullinia/Serjania sp.,Sapindaceae,liana
4092,VGM,4,open,A49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,T54,T60,Indeterminate sp.,Indeterminate,indeterminate
4093,VGM,4,open,A50,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,T54,alive,Guatteria cf.,Annonaceae,tree
4094,VGM,4,open,A51,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NA,NA,T54,alive,Cyperaceae sp.,Cyperaceae,herb
4095,VGM,4,open,A51',0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,T60,T72,Poaceae sp.,Poaceae,herb
4096,VGM,4,open,A52,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,T66,T78,Poaceae sp.,Poaceae,herb
4097,VGM,4,open,A53,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Piptocarpha sp.,Asteraceae,liana
4098,VGM,4,open,A54,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NA,NA,T66,alive,Paullinia/Serjania sp.,Sapindaceae,liana
4099,VGM,4,open,A55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,T78,alive,Paullinia/Serjania sp.,Sapindaceae,liana
4100,VGM,4,open,D1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T30,Guapira opposita,Nyctaginaceae,tree
4101,VGM,4,open,D2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Psychotria leiocarpa,Rubiaceae,tree
4102,VGM,4,open,D3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Guapira opposita,Nyctaginaceae,tree
4103,VGM,4,open,D4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,T0,T60,Guapira opposita,Nyctaginaceae,tree
4104,VGM,4,open,D5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,T0,T18,Indeterminate sp.,Indeterminate,indeterminate
4105,VGM,4,open,D6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,T0,alive,Guapira opposita,Nyctaginaceae,tree
